"Project","DynCount","FuncCount","DecCount"
fm_form_edit_loop.py,"1","0","0"
fntools.py,"9","25","0"
foirequest,"36","397","211"
foisite,"4","4","4"
folder,"1","3","3"
folder_management.py,"1","0","0"
folium.py,"4","3","0"
font,"53","152","149"
fontconfig_pattern.py,"2","6","0"
fonts,"3","3","4"
font_manager.py,"6","10","2"
food,"1","3","2"
foodbeazt,"6","64","10"
foomodulegen-auto-split.py,"1","0","0"
foomodulegen-auto.py,"1","0","0"
football.py,"2","2","0"
footer_insert.py,"14","14","0"
footest.py,"10","1","0"
foo_api.py,"2","8","0"
forall.py,"1","0","0"
forcefield.py,"3","29","19"
forcefields,"5","5","6"
forecasting,"4","21","4"
foreign.py,"3","12","5"
foreign_object,"363","1557","578"
foreman,"70","2060","7253"
forgeactivity,"3","2","2"
forgeblog,"5","8","28"
forgediscussion,"1","11","22"
forgegit,"1","0","11"
forgeimporters,"15","34","48"
forgetracker,"1","49","11"
forked_apps,"2","5","1"
form,"47","36","22"
form.py,"49","36","33"
format,"4","99","0"
format.py,"180","49","49"
formatcheck.py,"5","1","6"
FormatConfig.py,"1","0","0"
FormatConfigLinear.py,"1","0","0"
formats,"226","762","603"
formats.py,"4","39","17"
formatstrings.py,"6","2","0"
formatter,"34","149","81"
formatter.py,"7","7","5"
formatters,"104","279","7"
formatters.py,"10","56","4"
formatting,"16","12","10"
formatting.py,"14","33","8"
formatting_structure,"5","32","7"
format_stack.py,"3","0","0"
formencode,"31","18","0"
formfields.py,"8","4","26"
formparser.py,"9","72","24"
forms,"8738","6674","4552"
forms.py,"687","972","180"
forms_tests,"1107","2287","826"
formula,"4","21","9"
formulas.py,"1","9","4"
formutils,"1","1","1"
fornotebook.py,"4","10","0"
fortran,"20","11","0"
Fortran2003.py,"15","17","125"
fortranpython,"3","0","0"
fortune_teller_factory.py,"2","0","0"
forums,"5","19","69"
forward,"13","141","116"
foundation-springMVC,"1","4","0"
four_position_synthesis.py,"7","0","0"
fpdf.py,"25","18","27"
fpg,"2","1","4"
fpm,"14","0","0"
fps,"105","30","27"
fragment.py,"3","48","2"
frame,"3","30","3"
frame.py,"1","9","40"
frameobject.py,"3","3","1"
framework,"112","625","241"
Framework.py,"3","3","0"
frameworks,"126","408","551"
frame_level_models.py,"50","78","0"
freak_tests.py,"1","3","0"
free.py,"12","0","0"
freebase-images-appengine,"4","3","0"
freebusyurl.py,"1","4","1"
freecad,"6","2","0"
freecad_impl,"2","19","38"
freeciv-proxy.py,"1","0","0"
freedb.py,"1","19","3"
freedots,"6","44","6"
freetype,"2","28","2"
freeze,"4","24","33"
frequencyseries,"7","0","9"
freshroastsr700_mock.py,"2","2","9"
friends,"17","1","0"
friendship,"3","6","12"
Fritz,"52","192","15"
from_coreml.py,"2","0","0"
from_mxnet.py,"2","0","0"
from_settings.py,"1","1","0"
front,"91","53","84"
frontend,"193","515","280"
frontend.py,"26","54","7"
frontend_app,"1","18","0"
frontend_views.py,"2","4","0"
frozen,"2","0","2"
frozenSupport.py,"4","2","0"
fs,"7","43","29"
fs.py,"12","21","18"
fscache.py,"1","0","0"
fsm,"35","7","17"
fsm.py,"1","6","1"
fst.py,"1","4","0"
fsutility.py,"1","1","0"
fs_doc,"5","11","5"
FTP,"2","2","2"
ftp.py,"1","2","17"
ftplugin,"20","43","97"
ftp_server_simple,"4","0","0"
fuel-bootstrap-image-builder,"1","0","6"
fuelclient,"24","70","68"
fuelmenu,"12","19","21"
fuel_agent,"45","156","48"
fuel_agent_ci,"18","16","6"
fuel_upgrade,"11","148","83"
fulaut,"4","14","1"
fullstack,"1","0","0"
fume,"8","0","0"
func,"1","78","34"
func.py,"3","20","4"
FuncDef.py,"2","0","0"
funcdesc.py,"1","3","7"
funcs.py,"1","10","1"
function.py,"24","32","47"
functional,"564","15345","1968"
functional-tests,"21","1","13"
functional_test,"2","2","21"
functional_tests,"7","37","28"
functional_tests.py,"6","18","2"
functionassigner.py,"3","4","0"
FunctionFn.py,"1","2","0"
functionpages,"1","0","8"
functions,"199","2195","3246"
functions.py,"42","238","27"
FunctionXs.py,"1","0","0"
function_hooks,"6","2","0"
function_options_dialog.py,"1","7","0"
function_set.py,"4","1","4"
functools.py,"67","106","2"
functools_lru_cache.py,"1","0","0"
functoolz.py,"5","0","5"
funcweb,"80","15","0"
func_expect.py,"1","0","0"
func_inspect.py,"8","3","0"
fund,"3","4","4"
fundraisers,"1","0","0"
funkload,"78","80","18"
FunkloadExample,"12","6","0"
FunkloadMunin,"8","4","0"
FunkloadNagios,"4","2","0"
funzioni.py,"1","0","0"
furnace,"13","11","83"
fuse.py,"1","1","9"
fuse_kafka.py,"1","4","0"
fuse_kafka_umounter.py,"1","0","0"
fusion,"10","50","38"
futil.py,"2","0","0"
future,"1438","1231","1387"
future.py,"1","3","0"
futures,"5","21","0"
futures.py,"1","12","9"
fuzzing_primitives.py,"1","13","2"
fuzz_opt.py,"3","15","0"
fvcom.py,"6","1","3"
FVis3.py,"1","40","3"
FWI.py,"2","2","0"
ga,"1","173","16"
ga4gh,"2","45","0"
gablog,"2","0","0"
gabls4s3,"4","0","0"
gadgets,"25","37","50"
gadgets.py,"3","0","0"
gae,"2","0","15"
GAE Support,"66","33","23"
gaebar,"4","4","4"
gaefy,"4","0","0"
gaeo,"26","78","1"
gae_test_base.py,"8","1","0"
gae_transport,"8","0","0"
gae_ts_mon,"100","217","91"
gaferencer-by-metadata.py,"1","4","0"
Gaffer,"30","38","0"
GafferArnoldTest,"1","129","9"
GafferCortexUI,"15","45","9"
GafferDispatch,"6","21","3"
GafferDispatchTest,"3","177","6"
GafferDispatchUI,"12","51","12"
GafferImageTest,"4","137","9"
GafferOSLUI,"6","66","0"
GafferScene,"2","4","0"
GafferSceneTest,"36","548","6"
GafferSceneUI,"29","481","41"
GafferTest,"80","398","10"
GafferUI,"306","440","546"
GafferUITest,"22","217","8"
galaxy,"3","13","0"
Galaxy.py,"5","2","0"
galfit,"12","1","0"
galgebra,"28","115","302"
gallery,"24","56","57"
gallery.py,"8","85","38"
game,"9","1042","94"
game-submissions.py,"12","12","0"
game.py,"100","100","31"
gameboard2.py,"6","4","0"
gameboard3.py,"2","4","0"
gamecrafts,"2","9","1"
gamedata.py,"19","72","61"
games,"5","184","12"
games.py,"1","2","0"
gamesman.py,"1","0","0"
games_to_df.py,"2","23","0"
game_state.py,"1","5","10"
gamification,"47","910","3"
ganeti.cmdlib_unittest.py,"2","3","0"
ganeti.daemon_unittest.py,"2","2","0"
ganeti.opcodes_unittest.py,"1","1","0"
gapi_adapter,"9","26","14"
garage.py,"3","0","0"
garden,"20","0","0"
garden.py,"2","0","0"
garuda,"1511","1430","1032"
gates.py,"1","0","2"
gateway,"13","155","20"
gatewayinfo.py,"5","3","0"
gateways,"16","0","7"
gather,"20","28","5"
gau,"1","1","0"
gauges.py,"1","17","0"
gauge_prom.py,"2","0","0"
gaussian_process,"120","448","246"
gauth,"3","0","1"
gauth.py,"12","35","1"
ga_processor.py,"1","0","0"
gbasis,"5","9","0"
gbq.py,"1","1","5"
gcb_oppia_tag,"16","0","32"
gcb_oppia_tag_20140221_v0.0.0,"16","0","32"
gcb_oppia_tag_20141119_v0.0.1,"13","0","26"
gcc,"180","44","202"
gcc-4.9-bin,"5","1","5"
gcc-arm-none-eabi-5_4-2016q2-linux-x86,"43","18","35"
gcc-arm-none-eabi-5_4-2016q2-osx,"43","18","35"
gcc-osx,"5","1","5"
gccxmlparser.py,"5","18","0"
gce,"16","6","0"
gce-federation,"14","12","0"
gce_common.py,"18","2","2"
gce_demo.py,"17","4","0"
gce_lb_demo.py,"2","0","0"
gcf,"16","9","3"
gcf-am-gib.py,"7","0","0"
gcf-ch.py,"9","0","0"
gcf-gch-gib.py,"9","0","0"
gcf-gch.py,"9","0","0"
gcf-pgch.py,"9","0","0"
gcf-proxy.py,"11","0","0"
gcl,"2","5","0"
gcloud,"44","154","315"
gcmt_catalogue.py,"2","6","0"
Gcode,"8","0","0"
GcodeProcessors,"2","2","2"
gcoder.py,"1","6","0"
GCodeReader,"3","0","5"
GCodeWriter,"5","6","0"
gcp,"10","20","2"
gcpp.py,"1","4","9"
gcs-bucket-mover,"1","0","13"
gcs_json_api.py,"4","11","1"
gcs_json_credentials.py,"3","1","0"
gcs_json_media.py,"7","5","2"
gcutils,"5","18","6"
gcview.py,"11","14","0"
gc_report.py,"1","0","0"
gdal,"33","88","8"
gdata,"279","382","11"
gdb,"2161","1795","346"
gdb-7.9,"35","25","30"
gdb.py,"9","3","12"
gdcvault,"5","8","4"
gdocs.py,"12","0","0"
geelweb,"3","0","1"
gelato,"1","2","0"
gem5,"5","2","0"
GeminiQuery.py,"7","32","3"
gemini_load_chunk.py,"2","16","0"
gemini_main.py,"1","1","0"
gemini_subjects.py,"9","3","4"
gemini_thread.py,"1","3","4"
gemini_utils.py,"1","35","0"
gems,"38","457","2"
gen,"65","267","118"
gen-sat-catalog,"4","4","29"
gen-sfa-cm-config.py,"2","0","0"
gen-tarball.py,"8","0","0"
gen-ui-info.py,"1","7","0"
gen.py,"159","287","37"
genbank_importer_test.py,"2","0","4"
genboardscfg.py,"2","4","0"
gendoc,"6","9","0"
gendoc.py,"1","220","0"
geneaprove,"6","44","16"
geneprotein,"2","60","0"
general,"217","157","63"
generalutils.py,"1","2","0"
general_functions.py,"1","6","0"
generate-controls.py,"1","1","0"
generate-db-diagrams.py,"2","0","0"
generate.py,"10","165","1"
generated,"136","22","0"
generateP90Codebase.py,"2","1","0"
generate_api_doc.py,"2","0","0"
generate_class4_list.py,"1","2","0"
generate_db_schema.py,"1","1","0"
generate_doc.py,"2","1","0"
generate_gclient-mogo.py,"2","0","0"
generate_gclient-xwalk.py,"6","0","0"
generate_h5.py,"1","0","0"
generate_image.py,"2","0","0"
generate_json_docs.py,"2","5","4"
generate_mo.py,"1","0","0"
generate_new_sample_saved_state.py,"12","0","0"
generate_provider_feature_matrix_table.py,"26","55","0"
generate_rdf_kernel_plots.py,"1","0","0"
generate_readme.py,"16","20","0"
generate_simd.py,"2","21","1"
generate_topicmaps.py,"1","0","0"
Generate_TV_Scripts,"3","8","0"
generate_usage_data.py,"1","2","0"
generate_wiki_languages.py,"6","6","0"
generative,"10","16","5"
generator,"239","1330","48"
generator-output,"18","0","0"
generator.py,"11","85","35"
generators,"578","939","249"
generators.py,"114","699","134"
generic,"453","216","73"
generic.py,"12","25","16"
genericm2m_tests,"2","1","0"
genericmatrix.py,"8","0","0"
generics,"2","0","0"
generics.py,"19","3","19"
GenericSQL,"2","4","3"
generictreewidget.py,"2","0","0"
genericvector.py,"2","0","0"
generic_associations,"7","7","63"
generic_inline_admin,"2","0","161"
generic_lister.py,"1","1","0"
generic_objects,"1","0","0"
generic_utils.py,"1","2","0"
generic_views,"7","97","969"
generic_views.py,"4","0","0"
genesisresolvers.py,"12","105","0"
genetic.py,"1","12","0"
genewise.py,"2","5","0"
genipc.py,"1","6","0"
genl,"8","0","1"
GenMAI,"1","0","0"
genmod,"56","140","72"
genmpkg,"31","11","0"
genmsg-0.5.7,"1","15","1"
genn_groups.py,"6","14","24"
genn_model.py,"4","63","16"
genome1.py,"2","0","0"
genprog_tests.py,"1","6","0"
genpy-0.5.8,"24","145","1"
gensim,"117","815","108"
gensim.py,"3","10","0"
gent,"1","14","0"
gentleboost.py,"1","3","0"
gen_compile_commands.py,"2","0","0"
gen_dockerfile_test.py,"1","0","0"
gen_gallery.py,"2","14","0"
gen_gl_context.py,"2","20","0"
gen_home.py,"1","10","0"
gen_iga_patch.py,"5","0","0"
gen_requirements_all.py,"44","71","0"
gen_rst.py,"2","7","0"
gen_tests,"6","24","2"
gen_test_packages_manifest.py,"1","1","0"
gen_training_data.py,"1","6","0"
geo,"3","110","11"
geo.py,"2","31","6"
geoapi.py,"1","2","0"
geoapps,"8","4","13"
geobox,"7","27","17"
geochron,"1","0","0"
geodata,"1","4","3"
geodataframe.py,"16","7","12"
geodesymltositelog.py,"2","0","6"
geohash,"1","3","0"
geohash.py,"3","4","0"
geoip,"12","8","3"
geoip.py,"6","3","5"
geojson,"35","2","35"
geolocateIP.py,"1","0","0"
geom,"2","14","21"
geomesa_pyspark,"15","10","6"
geometry,"255","1592","1020"
geometry.py,"16","144","118"
geometry_manager.py,"1","0","0"
geometry_pass.py,"1","0","0"
geomodel.py,"4","24","4"
geom_methods.py,"11","8","0"
geopy,"36","372","258"
geoseries.py,"6","5","17"
geoserver,"157","104","93"
geosnap,"2","10","2"
geoutils.py,"4","0","0"
geo_helper,"1","0","0"
geo_operators.py,"2","1","0"
geo_utils,"10","5","14"
gesidb.py,"2","1","0"
gesture.py,"26","143","52"
get-general.py,"1","0","0"
get.py,"11","53","4"
getattr,"1","0","1"
getbnitems,"1","0","0"
getch.py,"4","0","0"
getClassUtils.py,"2","0","0"
getenv.py,"1","0","0"
getopt.py,"1","1","0"
getoptions.py,"1","1","0"
getpass.py,"1","0","0"
getresults,"4","1","0"
gettext.py,"3","2","0"
getwrite,"34","14","17"
get_accel_surge.py,"1","0","0"
get_board_info.py,"1","0","0"
get_concurrent_jobs.py,"2","0","0"
get_dinucleotides.py,"2","2","0"
get_dues.py,"3","1","0"
get_file_info.py,"1","0","0"
get_instance_info.py,"1","1","25"
get_maintainer.py,"1","2","0"
get_metrics.py,"2","0","0"
get_python_lib.py,"1","1","0"
get_region.py,"2","2","0"
get_system_info.py,"3","3","0"
get_version.py,"1","0","0"
get_wechatserverIP.py,"1","1","0"
gevent-1.0rc2,"149","153","43"
geventdaemon.py,"1","0","0"
gevent_executor.py,"1","0","0"
gf,"6","14","200"
GFcalc.py,"2","13","2"
gff3_rebase,"8","12","0"
gff_fasta_plant_importer_test.py,"2","0","2"
gfk.py,"20","12","0"
gfxprim,"1","3","0"
ggame,"5","0","175"
ggrc,"818","834","928"
ggrc_basic_permissions,"54","39","15"
ggrc_gdrive_integration,"20","2","50"
ggrc_risks,"9","3","21"
ggrc_risk_assessments,"6","3","15"
ggrc_workflows,"62","140","141"
gh-pages,"18","1","0"
gha,"8","27","1"
ghost,"1","0","0"
gift_circle.py,"1","2","0"
gim.py,"11","18","2"
gimb,"1","3","3"
gimp-filters,"3","1","0"
GIR,"6","0","3"
girparser.py,"1","2","0"
gis,"31","63","120"
gis_shapefiles,"1","6","3"
gis_tabular,"2","9","9"
gis_tests,"1861","4324","1392"
git,"1","54","48"
git.py,"17","66","16"
gitbrowser,"8","38","36"
gitcc.py,"1","0","0"
gitexport,"1","0","3"
gitexporter.py,"1","0","0"
gitfeature,"9","20","0"
githeat,"1","22","0"
github,"27","1870","10087"
github.com,"23","476","254"
github.py,"1","24","5"
gitifyhg.py,"1","2","0"
gitlab,"10","24","105"
gitstatus.py,"2","10","0"
git_archive,"14","42","5"
git_command.py,"2","2","6"
git_multimail.py,"17","107","7"
git_post_receive.py,"1","4","0"
git_processor.py,"5","2","11"
git_test_utils.py,"21","35","28"
git_wrapper.py,"13","14","26"
giws,"4","0","0"
gi_composites.py,"15","6","9"
gl,"186","118","7"
glacier,"12","27","64"
glad,"5","15","24"
glance.py,"4","6","0"
GLBarGraphItem.py,"2","0","0"
gld23k_mobilenet,"1","4","0"
glesutils.py,"2","15","10"
glib,"38","14","0"
GLImageItem.py,"2","0","0"
GLIsosurface.py,"2","0","0"
GLLinePlotItem.py,"2","0","0"
glm.py,"9","3","0"
GLMeshItem.py,"2","0","0"
glmnet.py,"2","0","6"
globalCommands.py,"3","1","0"
globaleaks,"216","689","498"
globalPlugins,"25","91","22"
globals.py,"82","5","3"
global_connectors,"1","3","3"
global_state.py,"2","0","0"
global_vars.py,"16","0","0"
globus_cli,"7","70","65"
glogging.py,"6","9","0"
gloo,"172","392","228"
glr.py,"1","12","20"
GLScatterPlotItem.py,"2","0","0"
GLshaders.py,"2","0","0"
GLSurfacePlot.py,"2","0","0"
glue2,"1","42","3"
gluon,"1382","4063","446"
gluster,"15","10","143"
GLViewWidget.py,"2","0","0"
GLVolumeItem.py,"2","0","0"
glyph_image,"2","17","0"
gm03.py,"2","0","1"
GM2AUTOSAR_MM_MDL.py,"46","0","0"
gmacpyutil,"4","4","0"
gmaps,"1","0","0"
gme_file.py,"4","0","10"
gminefield.py,"1","1","0"
gmock,"196","725","0"
gmock-1.6.0,"23","72","0"
gmock-1.7.0,"72","216","0"
gmock-gtest,"14","46","0"
gmod,"1","0","2"
gmon,"17","7","2"
gmsh2triangle.py,"4","4","0"
gmsh_mesh_transform.py,"2","0","0"
gmusic.py,"1","1","1"
gnome.py,"5","9","0"
gnome15,"60","64","4"
gnome2,"34","66","1"
gnomedvb,"3","17","0"
gnosis,"3","6","0"
gnowsys_ndf,"55","75","179"
gnrc_sock_tcp,"2","1","0"
gnrc_tcp,"6","3","4"
gnulog.py,"1","0","0"
go,"9","316","995"
goagent,"56","164","72"
goagent-gtk.py,"1","3","0"
goal,"6","4","5"
goal.py,"4","4","0"
goals,"39","92","177"
gobject,"6","0","0"
gobject.py,"9","0","0"
goetia,"48","137","6"
gofer,"11","11","137"
gogen,"1","1","0"
GokuCtrl,"12","18","2"
gold,"1","0","33"
gold_tests,"1","8","4"
golf,"16","0","0"
GoLucky.py,"1","0","3"
gomoku_board.py,"1","15","0"
Goodies,"5","168","1"
goods,"2","2","4"
google,"949","2167","2847"
google-analytics,"2","0","0"
google-auth,"1","3","70"
google-benchmark,"1","17","0"
google-breakpad,"252","510","6"
google-cloud-sdk,"1054","1135","1279"
google-endpoints,"740","904","685"
google-test,"2","0","0"
googleanalytics,"4","1","0"
googleapiclient,"80","77","42"
googlecloudapis,"27","26","30"
googlecloudsdk,"30","84","88"
GoogleCloudStorage,"1","4","0"
googledatastore,"4","1","0"
googlemock,"88","383","0"
googletest,"181","618","3"
googletest-1.10.x,"9","37","0"
googletest-filter-unittest.py,"2","0","0"
googletest-master,"9","35","0"
googletest-release-1.7.0,"2","1","0"
googletest_1.8.0,"9","35","0"
googletransit,"3","9","0"
googlevoice,"2","6","0"
google_appengine,"3873","5178","2243"
google_appengine_cloudstorage,"18","78","0"
google_auth_httplib2.py,"1","0","4"
google_drive,"103","127","14"
google_sheet,"4","2","0"
google_takeout.py,"1","0","0"
google_test,"2","2","0"
gossip.py,"1","3","1"
gp,"1","30","5"
gpg.py,"4","1","6"
gpginterface.py,"4","0","0"
gpg_import.py,"2","1","0"
gpg_refresh_keys.py,"1","0","0"
gpio.py,"5","0","14"
gpioprocess.py,"3","0","0"
gpio_control,"2","17","4"
gplot,"2","0","0"
gpodder,"137","29","7"
gps_bbg,"2","0","8"
gpx.py,"22","16","8"
gpxpy,"20","32","0"
GPX_Module,"60","120","4"
gp_data_extractor.py,"9","0","0"
gr-darc,"6","17","3"
grabOprobs.py,"1","8","0"
grace,"2","0","15"
gradapp,"3","28","45"
grade-school,"2","0","0"
grade.py,"1","3","0"
GradientEditor.py,"2","0","0"
gradientname.py,"1","0","0"
GradientWidget.py,"2","0","0"
grading,"1","1","10"
gradle-release-checksums.py,"1","0","0"
graeph,"2","5","0"
grafeas_v1,"9","18","77"
grammar,"382","114","70"
grammar.py,"12","45","12"
grammar_parser.py,"3","0","0"
grampsapp.py,"1","0","0"
graph,"153","609","503"
graph.py,"17","152","30"
graphBackend,"53","79","55"
Grapher.py,"16","28","0"
graphic,"1","13","10"
graphics,"397","490","103"
graphics.py,"9","43","7"
graphicsItems,"60","92","6"
GraphicsLayout.py,"2","0","0"
GraphicsScene,"16","6","6"
GraphicsScene.py,"2","0","0"
graphicsWindows.py,"12","0","0"
graphite,"179","2765","220"
GraphItem.py,"2","0","0"
graphitems.py,"1","0","1"
GraphMol,"3","109","0"
graphql,"38","115","257"
graphs,"1","66","0"
graphs.py,"30","96","27"
graphserver,"5","8","63"
graphTools.py,"1","18","3"
graphviz.py,"1","2","0"
graphviz_templates.py,"2","7","0"
graphwidgets.py,"8","0","0"
graphy,"87","300","174"
graph_api.py,"1","0","1"
graph_msg_slot.py,"1","1","0"
graph_objs,"3","9","0"
graph_optimizations,"3","9","0"
graph_sim_nx,"12","280","4"
gravatar.py,"1","0","3"
gravitate,"6","14","0"
gravitate2,"8","12","0"
gravity,"11","102","34"
gray.py,"2","3","0"
grc_gnuradio,"1","40","0"
gre.py,"10","0","2"
grecord.py,"1","0","0"
green,"19","1","5"
green.py,"3","0","0"
greenery,"17","31","32"
greenio.py,"4","0","2"
greenlet,"2","20","0"
greenpointtreesstore,"1","8","28"
greenthread.py,"3","0","0"
greentranslator,"21","18","23"
grep.py,"5","6","2"
grid,"70","125","1068"
grid.py,"5","61","16"
GridCal,"153","308","200"
gridded.py,"1","0","2"
gridic.py,"1","0","0"
gridspec.py,"14","18","0"
grid_frame3.py,"2","7","0"
grid_search.py,"142","254","85"
grinder,"4","14","15"
grit,"34","68","7"
GroG,"6","0","0"
groonga.py,"1","0","0"
group,"11","36","40"
group.py,"29","163","28"
grouped_iterator.py,"2","1","0"
groups,"28","172","183"
groups.py,"2","36","9"
GroupStats,"4","4","0"
groupy,"5","13","47"
grunt-contrib-nodeunit,"3","0","1"
grunt-sass,"5","38","1"
grupo.py,"2","0","0"
gruvi,"51","22","120"
gs,"28","2","3"
gs.py,"1","11","0"
GSAS-II,"1","0","0"
gscreen,"8","16","0"
gsettings.py,"1","0","0"
GSM,"2","6","12"
gspread,"112","81","54"
gst-oculus-fpv.py,"3","0","0"
gstreamer,"256","200","40"
gst_utils.py,"3","3","0"
gsuite-exporter,"1","2","2"
gsutil,"1471","1809","1092"
gsutil_test.py,"12","0","0"
gs_running.py,"13","0","0"
gt,"1","0","0"
gtanalysis.py,"16","32","43"
GTCv3,"4","45","12"
GTCv4,"2","4","3"
gtest,"148","118","0"
gtest-1.10.0,"9","37","0"
gtest-1.11.0,"2","4","0"
gtest-1.5.0,"2","0","0"
gtest-1.6.0,"44","0","0"
gtest-1.7.0,"70","0","0"
gtest-1.8.0,"9","35","0"
gtest_1.6.0,"10","5","0"
gtest_1.7.0,"2","0","0"
gtest_filter_unittest.py,"194","0","0"
gtfs,"2","6","1"
gtk,"43","164","4"
gtk-demo,"3","51","3"
gtk2,"1","26","0"
gtkexcepthook.py,"6","10","0"
gtkmapviewer.py,"1","1","3"
gtkspellcheck,"2","8","6"
gtktestutil.py,"5","2","0"
gtkui,"18","15","0"
gtkvlc.py,"1","3","0"
gtkw,"1","7","2"
gtk_extras,"14","36","0"
gtp.py,"3","1","0"
gu,"10","11","29"
guake,"61","50","0"
guake_app.py,"2","2","3"
guessit,"189","3905","1003"
guesslanguage,"1","1","0"
Guest.py,"4","0","0"
guestagent,"5","28","155"
guestbook-srv,"8","28","12"
GuestFactory.py,"4","0","0"
gui,"1652","4066","1855"
GUI.py,"26","159","110"
guiback.py,"1","8","48"
guibase.py,"1","9","0"
guids,"35","3","11"
guifi_settings.py,"9","0","0"
guifront.py,"3","5","5"
GUIScripts,"41","152","1"
guisupport.py,"2","0","0"
guitar.py,"1","15","0"
guitools.py,"4","5","16"
guitool_components.py,"26","12","5"
guitool_dialogs.py,"4","2","0"
guitool_misc.py,"1","3","0"
gui_modules,"15","19","6"
gulp-sass,"7","50","1"
gumbo,"8","9","4"
gunicorn.conf.py,"3","0","0"
gup,"1","17","16"
guppi.py,"1","0","3"
gupy,"6","15","13"
gurllib2.py,"1","2","0"
gus.py,"1","4","0"
gviz,"6","12","7"
gviz.py,"1","16","0"
gviz_api.py,"6","17","13"
gw,"8","51","1"
gwsgi.py,"1","0","0"
gwtcanvas,"1","0","0"
gyb.py,"15","195","0"
gym,"18","104","48"
gym_wrapper.py,"4","12","0"
gyp,"161","964","17"
gyp_driver_utils.py,"1","0","0"
gyp_extract.py,"1","2","0"
Gyrfalcon,"2","6","4"
gzip.py,"5","3","2"
gzipper.py,"1","1","0"
h2o,"44","292","519"
h2o.py,"1","1","2"
h5p,"5","7","0"
h70_internal,"17","135","3"
habilidades,"6","0","21"
habilidades.py,"2","0","0"
habr2,"1","1","0"
hachoir_core,"216","1364","72"
hachoir_metadata,"648","74","1927"
hachoir_parser,"622","173517","50"
hackathon_app,"2","36","13"
hacker-bot.py,"4","69","15"
hacks,"1","3","3"
hacks.py,"8","1","0"
hadoop-0.20.2,"2","0","0"
hadoop.py,"18","44","0"
hadoop_jmx_collector,"185","280","178"
hadoop_utils.py,"2","3","4"
hadut.py,"4","5","0"
hal,"12","34","0"
halide,"16","238","0"
halomod,"8","23","166"
hamiltonian.py,"2","6","0"
hamiltonians,"6","6","0"
hamlib_worker.py,"2","18","0"
hamlpy_watcher.py,"6","2","0"
hamster,"104","78","24"
hamster_lib,"1","5","4"
hand.py,"1","11","41"
handhistory,"21","3","0"
handlebar,"10","4","4"
handler,"2","35","57"
handler.py,"59","17","19"
handlers,"111","1169","1074"
handlers.py,"68","363","65"
hansards,"7","12","13"
hap2,"5","15","36"
happening,"26","30","24"
haproxy,"1","6","0"
haralick.py,"2","1","0"
hardware,"110","112","155"
HardwareReservation.py,"1","0","0"
hardware_usb.py,"1","0","0"
harness,"15","230","100"
harness-automation,"11","73","50"
harness.py,"1","1","4"
harvester,"11","61","7"
harvestertest.py,"3","3","0"
har_builder.py,"1","0","0"
har_extractor.py,"4","23","0"
hasArgs.py,"2","0","0"
hasAttribute_S.py,"2","0","0"
hasAttribute_T.py,"2","0","0"
Hash,"1","6","0"
hash.py,"3","6","0"
hashers,"1","1","9"
hashers.py,"3","1","0"
hashing.py,"10","2","1"
hashlib.py,"9","0","0"
hashsum_download,"5","15","10"
hassfest,"3","29","13"
has_communicator.py,"6","0","2"
hatohol,"2","6","4"
hatter,"1","9","4"
hawkes,"4","200","212"
hawkey,"6","41","10"
haxe_helper.py,"1","2","0"
haxe_usage.py,"1","9","1"
haystack,"4","140","64"
hazardlib,"57","86","45"
hazmat,"2","421","34"
hbase,"6","222","1"
hb_input.py,"1","9","0"
hcore,"3","35","20"
hdc_service.py,"2","2","5"
hdemu.py,"1","3","8"
hdf5.py,"2","0","0"
HDF5Widget.py,"7","10","15"
hdf5_back_gen.py,"4","23","0"
hdfs.py,"21","15","3"
hdlr,"8","25","4"
hdsdiscovery,"4","2","6"
Header,"53","0","5"
header.py,"3","35","38"
headerparser.py,"4","72","16"
headers,"6","2","1"
headers.py,"4","3","8"
headersdlg.py,"1","0","0"
header_coverage.py,"5","1","0"
header_generator.py,"4","0","0"
header_puller.py,"2","2","0"
health,"8","10","11"
healthchecker.py,"1","0","0"
healthchecks.py,"3","1","1"
heap.py,"1","1","1"
heapq.py,"1","19","0"
heapq_t.py,"1","1","0"
heap_sort.py,"1","0","3"
heartbeat,"6","25","36"
heartbeat.py,"2","1","0"
heatmanager.py,"2","3","5"
heat_keystoneclient_v2,"2","1","3"
heavydata.py,"8","6","3"
HeavyHiggs,"6","1","0"
hecl,"2","2","18"
hecl_blendershell.py,"1","0","0"
hedging-1.0,"3","3","0"
heftNLO,"6","1","0"
heiden_read.py,"9","0","0"
heliosat.py,"1","6","0"
hellobank,"1","23","0"
HelloGLFW,"4","115","3"
helmholtz.py,"1","0","0"
help,"27","17","1"
help.py,"20","45","7"
HelpController.py,"3","0","0"
helper,"77","161","32"
helper.py,"268","610","140"
helperfuncs.py,"1","2","0"
helperFunctions,"3","12","4"
helpers,"10445","12361","6254"
helpers.py,"720","791","233"
helpers_test.py,"1","13","0"
helpers_tests.py,"6","32","0"
helper_functions.py,"3","15","0"
herald,"10","42","144"
herd-DB.py,"1","2","0"
heredoc.py,"1","0","0"
hermes2d,"1","3","0"
heroes,"9","17","11"
heterogeneity,"5","66","0"
hexdump.py,"2","15","0"
hexes.py,"14","3","16"
hfppnetwork,"33","13","20"
hg4idea,"720","5278","32"
hgawk_grammar.py,"7","2","0"
hgext,"33","265","8"
hgsvn,"1","3","0"
